source,id,title,company,location,description,url,salary_min,salary_max,date_posted
USAJOBS,FFR25-0062,Recreation Aid (Community Recreation),"Commander, Navy Installations","Chinhae, South Korea","Incumbent performs a variety of duties in support of the Recreation Program that may include Morale, Welfare, and Recreation (MWR) special events, MWR information/resources, command events, visiting ships or fleet support, community events, trips, tours, outings, party and picnic rental equipment, resale tickets, Liberty, Library, Navy Motion Picture Service (NMPS) Movies leisure skill classes and outdoor recreation.",https://www.usajobs.gov:443/job/829639200,15,16.77,2025-10-01T00:00:00.0000
USAJOBS,req3548,Green & Gold Congressional Aide,House of Representatives,"Los Angeles, California","This position is limited to Veterans, Gold Star family members and Active-duty spouses desiring to serve a two-year paid Congressional Fellowship as part of the House of Representatives. Selected Fellows will work directly for a Member of Congress or other House officer as part of an office team.",https://www.usajobs.gov:443/job/831064100,55000,67000,2025-06-27T00:00:00.0000
USAJOBS,JDP-12690464-25-KJ,Financial System Analyst,Department of Homeland Security - Agency Wide,"Washington, District of Columbia","1-year non-reimbursable assignment United States Secret Service Financial System Analyst Series Requested: 0501 Security Clearance: TS Onsite Only Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. You will be expected to perform as an incumbent in this position. Supervisory approval form must be signed. Read the entire announcement prior to submitting.",https://www.usajobs.gov:443/job/831497100,101401,185234,2025-02-12T00:00:00.0000
USAJOBS,FFR25-0114,Recreation Aid (Lifeguard),"Commander, Navy Installations","Chinhae, South Korea","This position is located in the Sports, Fitness, and Aquatics Branch, of the Community Services Department, Community Support, Commander Navy Region Korea. The primary purpose of this position is to function as a lifeguard responsible for safeguarding the lives of persons using the respective swimming pool to which assigned.",https://www.usajobs.gov:443/job/832711500,15.25,16.5,2025-10-01T00:00:00.0000
USAJOBS,IA-12704536-AR-25-052,PRODUCTION CONTROLLER,Army National Guard Units,"Boone, Iowa","IOWA ARMY NATIONAL GUARD - TITLE 32 EXCEPTED SERVICE POSITION This position is open to current on-board Title 5 and Title 32 employees of the Iowa Army National Guard. Military membership is required. LOCATION: FMS 10, Boone, IA",https://www.usajobs.gov:443/job/832860100,50365,65479,2025-10-30T09:20:43.3130
USAJOBS,FFR25-0258,CYP Assistant,"Commander, Navy Installations","Sasebo Naval Base, Japan","The CYP Assistant works directly with children and youth, keeping them actively engaged, well-cared for, and safe while participating in the CYP. The CYP Assistant's day includes helping children develop social skills such as making friends and conflict resolution; make healthy choices whether it be choosing nutritional snacks or appropriate recreational activities; build self-help and school readiness skills; and explore the environment around them. Learn more at: https://www.navycyp.org.",https://www.usajobs.gov:443/job/832871700,18.52,21.57,2025-11-10T00:00:00.0000
USAJOBS,25MAR5YREDDINB761932,CHILD AND YOUTH PROGRAM ASSISTANT,Air Education and Training Command,"Vance AFB, Oklahoma",About: This position is located at the Child and Youth Services Centers on Vance Air Force Base. Pay will be set based on experience and education; and/or certification: Target Level: $ 20.57 Intermediate Level: $ 19.69 Entry Level: $ 18.57 This position may be eligible for a recruitment incentive award. See hiring manager for details. Department of the Air Force Child and Youth Programs Employee Child Care Discount applicable to this position (see Additional Information).,https://www.usajobs.gov:443/job/833122200,18.57,20.87,2025-03-03T00:00:00.0000
USAJOBS,req602,Legal Administrative Assistant,Senate,"Washington, District of Columbia",The Secretary of the Senate's Senate Chief Counsel For Employment is seeking a Legal Administrative Assistant. The complete vacancy announcement and application may be found on the United States Senate Career Page at https://saa.csod.com/ux/ats/careersite/1/home?c=saa.,https://www.usajobs.gov:443/job/833194800,74303,115170,2025-01-15T00:00:00.0000
USAJOBS,PUBLICNOTICE-DEA-BA2025,PUBLIC NOTICE- DEA Criminal Investigators,Drug Enforcement Administration,"Ponce, Puerto Rico, San Juan, Puerto Rico, Tyler, Texas, Waco, Texas, Saint George, Utah, Salt Lake City, Utah, Burlington, Vermont, Arlington, Virginia, Bristol, Virginia, Chantilly, Virginia, Fairfax, Virginia, Hampton, Virginia, Lorton, Virginia, Merrifield, Virginia, Norfolk, Virginia, Quantico, Virginia, Richmond, Virginia, Roanoke, Virginia, Springfield, Virginia, Sterling, Virginia, Vienna, Virginia, Winchester, Virginia, Bellingham, Washington, Blaine, Washington, Pasco, Washington, Richland, Washington, Seattle, Washington, Spokane, Washington, Tacoma, Washington, Yakima, Washington, Charleston, West Virginia, Clarksburg, West Virginia, Wheeling, West Virginia, Green Bay, Wisconsin, Madison, Wisconsin, Milwaukee, Wisconsin, Casper, Wyoming, Cheyenne, Wyoming, Birmingham, Alabama, Huntsville, Alabama, Mobile, Alabama, Montgomery, Alabama, Anchorage, Alaska, Fairbanks, Alaska, Flagstaff, Arizona, Lake Havasu City, Arizona, Nogales, Arizona, Phoenix, Arizona, Rio Rico, Arizona, Sierra Vista, Arizona, Tucson, Arizona, Yuma, Arizona, Fayetteville, Arkansas, Fort Smith, Arkansas, Little Rock, Arkansas, Bakersfield, California, Camarillo, California, Carlsbad, California, Fresno, California, Imperial, California, Long Beach, California, Los Angeles, California, Modesto, California, Oakland, California, Redding, California, Riverside, California, Sacramento, California, San Diego, California, San Francisco, California, San Jose, California, Santa Ana, California, Santa Rosa, California, San Ysidro, California, Vista, California, Colorado Springs, Colorado, Englewood, Colorado, Glenwood Springs, Colorado, Grand Junction, Colorado, Bridgeport, Connecticut, Hartford, Connecticut, Dover, Delaware, New Castle, Delaware, Washington, District of Columbia, Altamonte Springs, Florida, Fort Lauderdale, Florida, Fort Myers, Florida, Fort Pierce, Florida, Gainesville, Florida, Homestead, Florida, Jacksonville, Florida, Key West, Florida, Miami, Florida, North Fort Myers, Florida, Orlando, Florida, Panama City, Florida, Pensacola, Florida, Plantation, Florida, Port Saint Lucie, Florida, Seminole, Florida, Tallahassee, Florida, Tampa, Florida, Titusville, Florida, West Palm Beach, Florida, Weston, Florida, Atlanta, Georgia, Augusta, Georgia, Glynco, Georgia, Hapeville, Georgia, Macon, Georgia, Rome, Georgia, Savannah, Georgia, Hilo, Hawaii, Honolulu, Hawaii, Oahu Island, Hawaii, Wailuku, Hawaii, Boise, Idaho, Carbondale, Illinois, Chicago, Illinois, Fairview Heights, Illinois, Rock Island, Illinois, Rockford, Illinois, Springfield, Illinois, Evansville, Indiana, Fort Wayne, Indiana, Indianapolis, Indiana, Merrillville, Indiana, Cedar Rapids, Iowa, Des Moines, Iowa, Sioux City, Iowa, Garden City, Kansas, Overland Park, Kansas, Topeka, Kansas, Wichita, Kansas, Lexington, Kentucky, Locust Hill, Kentucky, London, Kentucky, Louisville, Kentucky, Baton Rouge, Louisiana, Lafayette, Louisiana, Metairie, Louisiana, Monroe, Louisiana, Shreveport, Louisiana, Bangor, Maine, Portland, Maine, Baltimore, Maryland, Hagerstown, Maryland, Largo, Maryland, Salisbury, Maryland, Suitland, Maryland, Barnstable, Massachusetts, Boston, Massachusetts, Lowell, Massachusetts, New Bedford, Massachusetts, Springfield, Massachusetts, Worcester, Massachusetts, Detroit, Michigan, East Lansing, Michigan, Grand Rapids, Michigan, Kalamazoo, Michigan, Marquette, Michigan, Romulus, Michigan, Saginaw, Michigan, Minneapolis, Minnesota, Gulfport, Mississippi, Jackson, Mississippi, Oxford, Mississippi, Bridgeton, Missouri, Cape Girardeau, Missouri, Clayton, Missouri, Jefferson City, Missouri, Kansas City, Missouri, Saint Louis, Missouri, Springfield, Missouri, Billings, Montana, Missoula, Montana, North Platte, Nebraska, Omaha, Nebraska, Las Vegas, Nevada, Reno, Nevada, Manchester, New Hampshire, Portsmouth, New Hampshire, Camden, New Jersey, Fairfield, New Jersey, Maple Shade, New Jersey, Newark, New Jersey, Northfield, New Jersey, Paterson, New Jersey, Albuquerque, New Mexico, Las Cruces, New Mexico, Albany, New York, Buffalo, New York, Melville, New York, New York, New York, Plattsburgh, New York, Rochester, New York, Syracuse, New York, White Plains, New York, Asheville, North Carolina, Charlotte, North Carolina, Greensboro, North Carolina, Wilmington, North Carolina, Bismarck, North Dakota, Fargo, North Dakota, Cincinnati, Ohio, Cleveland, Ohio, Columbus, Ohio, Miamisburg, Ohio, Poland, Ohio, Toledo, Ohio, McAlester, Oklahoma, Oklahoma City, Oklahoma, Tulsa, Oklahoma, Bend, Oregon, Eugene, Oregon, Medford, Oregon, Portland, Oregon, Portland, Oregon, Salem, Oregon, Allentown, Pennsylvania, Harrisburg, Pennsylvania, McKees Rocks, Pennsylvania, Philadelphia, Pennsylvania, Pittsburgh, Pennsylvania, Scranton, Pennsylvania, Providence, Rhode Island, Beaufort, South Carolina, Charleston, South Carolina, Columbia, South Carolina, Florence, South Carolina, Greenville, South Carolina, Rapid City, South Dakota, Sioux Falls, South Dakota, Chattanooga, Tennessee, Donelson, Tennessee, Jackson, Tennessee, Johnson City, Tennessee, Knoxville, Tennessee, Memphis, Tennessee, Nashville, Tennessee, Alpine, Texas, Amarillo, Texas, Austin, Texas, Beaumont, Texas, Brownsville, Texas, Corpus Christi, Texas, Dallas, Texas, Del Rio, Texas, Eagle Pass, Texas, El Paso, Texas, Fort Worth, Texas, Galveston, Texas, Houston, Texas, Laredo, Texas, League City, Texas, Lubbock, Texas, McAllen, Texas, Midland, Texas, San Antonio, Texas","**THIS IS NOT A JOB ANNOUNCEMENT** This is a public notice for Drug Enforcement Administration Criminal Investigator GL-1811-7/9/11 positions open to U.S. Citizens. A job announcement will be posted on USAJobs on January 5, 2026. PLEASE READ THE ADDITIONAL INFORMATION AND HOW YOU WILL BE EVALUATED SECTIONS. For more information about Special Agent positions, please visit Talk to a Recruiter.",https://www.usajobs.gov:443/job/833745400,48371,82108,2025-03-17T00:00:00.0000
USAJOBS,25-7NFSYC761305SR,Child and Youth Program Assistant,"U.S. Air Forces, Europe","Spangdahlem, Germany","*THIS ANNOUNCEMENT HAS RECRUITMENT INCENTIVES* Eligible selectees will receive the following recruitment incentives: $1000 Appointment - after completing 90 days of service $500 Training - completed training modules within 12 months $500 Referral - referring an employee who completes 90 days employment. *Must be available to work a minimum of 20 hours/week (at the needs of the facility) to receive incentives. This position is at the Child Development Center, Spangdahlem AB, Germany.",https://www.usajobs.gov:443/job/834089300,18.51,20.8,2025-03-24T00:00:00.0000
USAJOBS,JDP-12719082-25-KJ,Training Specialist,Department of Homeland Security - Agency Wide,"Springfield, Virginia","1-year non-reimbursable assignment DHS HQ / OCHCO / LEADS / HR Academy Training Specialist Series Requested: 1712 Security Clearance: None In Person only Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. Supervisory approval form must be signed.",https://www.usajobs.gov:443/job/834461600,120579,185234,2025-03-31T00:00:00.0000
USAJOBS,6155,Senior Retail IT Specialist,U.S. Coast Guard,"Chesapeake, Virginia",You will be evaluated for this position based on how well you meet the qualifications below. Your resume/application must demonstrate the required experience/education. Please see additional information on how your application is evaluated.,https://www.usajobs.gov:443/job/834567300,76914,76914,2025-04-03T17:47:27.9170
USAJOBS,25-6,U.S. Probation Officer,U.S. Courts,"Gulfport, Mississippi, Hattiesburg, Mississippi, Jackson, Mississippi",The United States Probation Office for the Southern District of Mississippi is accepting applications for the position of United States Probation and Pretrial Services Officer. Officers are responsible for a wide variety of duties relating to the investigation and supervision of individuals charged or convicted of federal crimes.,https://www.usajobs.gov:443/job/834568200,59133,115213,2025-04-02T00:00:00.0000
USAJOBS,AK-12713109-AF-25-083-A,TRAINING TECHNICIAN,Air National Guard Units,"Eielson AFB, Alaska","Opened Area(s) of Consideration: 1, 2, 3 DEFINITION OF AREA(S) OF CONSIDERATION: Area 1 - AKNG Permanent or Indefinite technicians. Area 2 - All AKNG members. Area 3 - All other current military members who are eligible to join the Alaska Air National Guard. PDCN: D2509000 MPCN: 3400860668 Selecting Supervisor: Kevin M. Perez",https://www.usajobs.gov:443/job/834866100,69099,89826,2025-04-07T15:47:32.3400
USAJOBS,JDP-12721994-25-KJ,Training Specialist,Department of Homeland Security - Agency Wide,"Springfield, Virginia","1-year non-reimbursable assignment DHS HQ / OCHCO / LEADS / HR Academy Training Specialist Series Requested: 1712 Security Clearance: None In Person only Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. Supervisory approval form must be signed.",https://www.usajobs.gov:443/job/834903300,101401,131826,2025-03-31T00:00:00.0000
USAJOBS,DEST-12709642-25-CEB,"Various (from Directors, Trainers, Teachers, and Child Care Assistants)",U.S. Coast Guard,"Kodiak, Alaska, Alameda, California, Petaluma, California, New London, Connecticut, Washington, District of Columbia, Hyannis, Massachusetts, Provincetown, Massachusetts, Cape May, New Jersey, Aguadilla, Puerto Rico, Bayamon, Puerto Rico","The USCG Community Services Command (CSC) is seeking top talent to support Coast Guard members, their families, and the broader community through exceptional retail, service, and business programs.",https://www.usajobs.gov:443/job/835175400,50000,100000,2025-04-02T00:00:00.0000
USAJOBS,FFR25-0387A,Catering Manager,"Commander, Navy Installations","Sasebo Naval Base, Japan","This position is located in Harbor View Club of the Morale, Welfare and Recreation Department, Fleet Activities, Sasebo, Japan. The incumbent is responsible to plan, arrange, schedule, and coordinate parties, private functions, banquets and other special activities within the MWR Club System.",https://www.usajobs.gov:443/job/835184200,19.5,19.5,2025-10-30T00:00:00.0000
USAJOBS,ML-12723791-25-AM,Electrician,Veterans Health Administration,"Milwaukee, Wisconsin","OUR MISSION: To fulfill President Lincoln's promise to care for those who have served in our nation's military and for their families, caregivers, and survivors. How would you like to become a part of a team providing compassionate care to Veterans? DIRECT HIRE AUTHORITY: This position is being filled using Direct-Hire Authority (5 CFR 337.201) for this occupation.",https://www.usajobs.gov:443/job/835258700,32.13,37.44,2025-11-06T16:38:50.4700
USAJOBS,ML-12722931-25-AM,Licensed Practical Nurse-Spinal Cord Injury (SCI),Veterans Health Administration,"Milwaukee, Wisconsin","OUR MISSION: To fulfill President Lincoln's promise ""To care for those who have served in our nation's military and for their families, caregivers, and survivors"" - by serving and honoring the men and women who are America's Veterans. The 2-page Resume requirement does not apply to this occupational series. For more information, refer to Required Documents below.",https://www.usajobs.gov:443/job/835260400,49143,77791,2025-10-31T11:28:49.0930
USAJOBS,25APR5YREDDINB818106,CASHIER-CHECKER (FOOD SERVICE WORKER),Air Education and Training Command,"Vance AFB, Oklahoma","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Bowling Center. The purpose of this position is to serve as the first point of contact for customers to ensure smooth, efficient, and friendly service. The role is essential to both customer satisfaction and daily operation.",https://www.usajobs.gov:443/job/835772000,15,17.77,2025-11-03T12:05:11.4630
USAJOBS,AK-12726974-AR-25-102-B,Surface Maintenance Mechanic Supervisor,Army National Guard Units,"Fort Richardson, Alaska","Opened Area(s) of Consideration: 1, 2, 3 DEFINITION OF AREA(S) OF CONSIDERATION: Area 1 - AKNG Permanent or Indefinite technicians. Area 2 - All AKNG members. Area 3 - All other current military members who are eligible to join the Alaska Army National Guard. PDCN: D1290000 Selecting Supervisor: Michael M. Cortez",https://www.usajobs.gov:443/job/835914200,50.48,58.88,2025-04-24T17:11:00.3300
USAJOBS,25-4QFSYC0821103,CHILD AND YOUTH PROGRAM ASSISTANT,Air Force Special Operations Command,"Cannon AFB, New Mexico",About the position: This position is Non-appropriated Fund (NAF) and located at Child and Youth Flight The position may require the incumbent to transport children in a government vehicle therefore a valid state driver's license must be obtained and maintained; a good driving record may be required as a condition of employment.,https://www.usajobs.gov:443/job/835979200,18.51,20.8,2025-04-24T00:00:00.0000
USAJOBS,FFR25-0438,CYP ASSISTANT,"Commander, Navy Installations","Chinhae, South Korea","The CYP Assistant works directly with children and youth, keeping them actively engaged, well-cared for, and safe while participating in the CYP. The CYP Assistant's day includes helping children develop social skills such as making friends and conflict resolution; make healthy choices whether it be choosing nutritional snacks or appropriate recreational activities; build self-help and school readiness skills; and explore the environment around them. Learn more at: https://www.navycyp.org.",https://www.usajobs.gov:443/job/836076700,18.52,21.57,2025-10-01T00:00:00.0000
USAJOBS,DEST-12731326-25-NL,Official Court Reporter,U.S. Courts,"Beaumont, Texas","The United States District Court for the Eastern District of Texas is a public service organization focused on providing exceptional customer service to the court, members of the legal community and the general public. Currently, we are seeking an innovative and experienced individual to serve as an Official Court Reporter for the U.S. District Court. There are seven offices within the Eastern District of Texas: Beaumont, Lufkin, Marshall, Plano, Sherman, Texarkana, and Tyler.",https://www.usajobs.gov:443/job/836456200,94510,108686,2025-05-05T00:00:00.0000
USAJOBS,DEST-12731329-25-NL,Official Court Reporter,U.S. Courts,"Tyler, Texas","The United States District Court for the Eastern District of Texas is a public service organization focused on providing exceptional customer service to the court, members of the legal community and the general public. Currently, we are seeking an innovative and experienced individual to serve as an Official Court Reporter in the Tyler division. There are seven offices within the Eastern District of Texas: Beaumont, Lufkin, Marshall, Plano, Sherman, Texarkana, and Tyler.",https://www.usajobs.gov:443/job/836456500,94510,108686,2025-05-05T00:00:00.0000
USAJOBS,DE-12733557-25-AMW,SHIP PILOT,"Commander, Navy Installations","Naval Base, Norfolk, Virginia","This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",https://www.usajobs.gov:443/job/836524200,195200,195200,2025-05-08T00:00:00.0000
USAJOBS,CBTA-12732238-25-TL,Med Instrument Tech (GI),Veterans Health Administration,"Garner, North Carolina","This announcement is for a Medical Instrument Technologist (Gastroenterology). This position is located in the Gastrointestinal area of Endoscopy section within the Special Procedures Unit at the Community Based Outpatient Clinic (CBOC) at the Garner VA Clinic, Durham VA HCS.",https://www.usajobs.gov:443/job/836531700,52171,67836,2025-11-03T00:00:00.0000
USAJOBS,req3724,Green & Gold Congressional Aide,House of Representatives,"Charlotte, North Carolina","This position is limited to Veterans, Gold Star family members and Active-duty spouses desiring to serve a two-year paid Congressional Fellowship as part of the House of Representatives. Selected Fellows will work directly for a Member of Congress or other House officer as part of an office team.",https://www.usajobs.gov:443/job/836542000,55000,67000,2025-05-06T17:00:29.9200
USAJOBS,req3721,Green & Gold Congressional Aide,House of Representatives,"Cheyenne, Wyoming","This position is limited to Veterans, Gold Star family members and Active-duty spouses desiring to serve a two-year paid Congressional Fellowship as part of the House of Representatives. Selected Fellows will work directly for a Member of Congress or other House officer as part of an office team.",https://www.usajobs.gov:443/job/836804900,55000,67000,2025-05-02T00:00:00.0000
USAJOBS,req3751,Green & Gold Congressional Aide,House of Representatives,"Prescott, Arizona","This position is limited to Veterans, Gold Star family members and Active-duty spouses desiring to serve a two-year paid Congressional Fellowship as part of the House of Representatives. Selected Fellows will work directly for a Member of Congress or other House officer as part of an office team.",https://www.usajobs.gov:443/job/837182500,55000,67000,2025-05-16T00:00:00.0000
USAJOBS,73072,CUSTODIAL WORKER A01,U.S. Marine Corps,"Twentynine Palms, California","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.",https://www.usajobs.gov:443/job/837409300,17,19.85,2025-05-21T00:00:00.0000
USAJOBS,73090,LIFEGUARD NF2,U.S. Marine Corps,"Twentynine Palms, California","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.",https://www.usajobs.gov:443/job/837413800,19.8,19.8,2025-05-21T13:11:52.9600
USAJOBS,DE-12737677-25-LO,Law Student Research Assistant,Judicial Branch - Agency Wide,"Washington, District of Columbia","The Federal Judicial Center (Center) is the federal courts' agency for research and continuing education. Congress established the Center in 1967 as a separate organization within the federal judicial system at the request of the Judicial Conference of the United States. A nine-member board, chaired by the Chief Justice of the United States, determines its basic policies.",https://www.usajobs.gov:443/job/837640600,19.65,22.11,2025-05-27T00:00:00.0000
USAJOBS,DE-12737682-25-LO,Graduate Student Research Assistant,Judicial Branch - Agency Wide,"Washington, District of Columbia","The Federal Judicial Center (Center) is the federal courts' agency for research and continuing education. Congress established the Center in 1967 as a separate organization within the federal judicial system at the request of the Judicial Conference of the United States. A nine-member board, chaired by the Chief Justice of the United States, determines its basic policies.",https://www.usajobs.gov:443/job/837642100,19.65,22.11,2025-05-27T00:00:00.0000
USAJOBS,ML-12743160-25-AM,Advanced Licensed Practical Nurse-Primary Care,Veterans Health Administration,"Milwaukee, Wisconsin","OUR MISSION: To fulfill President Lincoln's promise ""To care for those who have served in our nation's military and for their families, caregivers, and survivors"" - by serving and honoring the men and women who are America's Veterans. How would you like to become a part of a team providing compassionate whole health care to Veterans? The 2-page Resume requirement does not apply to this occupational series. For more information, refer to Required Documents below.",https://www.usajobs.gov:443/job/838022500,63558,82630,2025-10-01T00:00:00.0000
USAJOBS,73251,MAINTENANCE WORKER A08,U.S. Marine Corps,"Twentynine Palms, California","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.",https://www.usajobs.gov:443/job/838181200,22.94,26.76,2025-06-04T16:41:33.9000
USAJOBS,req2427,Green & Gold Congressional Aide,House of Representatives,"Greensboro, North Carolina","This position is limited to Veterans, Gold Star family members and Active-duty spouses desiring to serve a two-year paid Congressional Fellowship as part of the House of Representatives. Selected Fellows will work directly for a Member of Congress or other House officer as part of an office team.",https://www.usajobs.gov:443/job/838213800,54000,66000,2025-06-05T00:00:00.0000
USAJOBS,JDP-12746239-25-JK,Benefits Specialist,Department of Homeland Security - Agency Wide,"Springfield, Virginia","1-year non-reimbursable assignment DHS Headquarters/Office of the Chief Human Capital Officer Benefits Specialist Series Requested: 0201 Security Clearance: Secret In-Person Only Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. Supervisory approval form must be signed and submitted with application. Read the entire announcement prior to submitting application.",https://www.usajobs.gov:443/job/838250600,101401,185234,2025-06-05T00:00:00.0000
USAJOBS,25-CAC-12746005-AUSA,Assistant United States Attorney,Executive Office for U.S. Attorneys and the Office of the U.S. Attorneys,"Los Angeles, California","The U.S. Attorney's Office for the Central District of California (USAO) is one of the most impactful in the nation, serving nearly 20 million people in seven counties. The USAO's Civil Rights Section in the Civil Division promotes presidential priorities, including protecting religious freedom, defending free speech, and combating unlawful discrimination. For more information on the Department of Justice and the United States Attorney's Offices, visit http://www.justice.gov/usao/",https://www.usajobs.gov:443/job/838308500,110333,195100,2025-06-06T09:11:07.0270
