source,id,title,company,location,description,url,salary_min,salary_max,date_posted
Adzuna,5447626587,HR Business Partner,Refresco,"Athena, Umatilla County","Make a Difference in YOUR Career! Our vision is both simple and ambitious: to put our drinks on every table. We are the leading global independent beverage solutions provider. We serve a broad range of national and international retailers as well as Global, National and Emerging (GNE) brands. Our products are distributed worldwide from our production sites in Europe, North America, and Australia. Although our own branding may not appear on the labels of the beverages we produce, there is a good…",https://www.adzuna.com/land/ad/5447626587?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=05E8E255D81A15044392DAEB95D0C33B205E61D9,64233.86,64233.86,2025-10-14T18:31:56Z
Adzuna,5447626584,HR Business Partner,Refresco,"Dayton, Columbia County","Make a Difference in YOUR Career! Our vision is both simple and ambitious: to put our drinks on every table. We are the leading global independent beverage solutions provider. We serve a broad range of national and international retailers as well as Global, National and Emerging (GNE) brands. Our products are distributed worldwide from our production sites in Europe, North America, and Australia. Although our own branding may not appear on the labels of the beverages we produce, there is a good…",https://www.adzuna.com/land/ad/5447626584?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=430CBBBBBFC7464628D8E05455107FE8A85697DF,63267.08,63267.08,2025-10-14T18:31:56Z
Adzuna,5474345556,Flight Paramedic - 24 HR,UCHealth,"Parker, Douglas County","Description Location: UCHealth UCHlth Anschutz Outpt Pavilion, US:CO:Aurora Department: UCHlth LifeLine Fixed Wing FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate team membe…",https://www.adzuna.com/land/ad/5474345556?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=02DFED6B3FC9594CEDDFC0DE1A5FA4914CB4CDCF,74445.18,74445.18,2025-11-01T03:02:08Z
Adzuna,5474432731,Flight RN - 24 HR,UCHealth,"La Junta, Otero County","Description Location: UCHealth UCHealth LifeLine LaJunta, US:CO:La Junta Department: UCHlth LifeLine LaJunta FTE: PRN, 0.0, 0.00 hours per pay period (2 weeks) Shift: Flex Pay: $37.06 - $57.44 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate team member at the acce…",https://www.adzuna.com/land/ad/5474432731?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=28ABC335AAC550BA50310870517CD7A4C05DD5C2,70643.17,70643.17,2025-11-01T03:30:08Z
Adzuna,5487846453,Warehouse Workers - $17/hr,TransForce Inc.,"Coral Springs, Broward County","Job Info Job Location: Coral Springs, FL Route Type: Local Type of Assignment: Flex Hours Per Shift: 8 Hours Hours Per Week: 40 Hours Shift Start Time: 08:00 am Working Days: Mon-Fri Transmission Type: Automatic Job Requirements Additional Information We’re looking for skilled Warehouse workers like you in Coral Springs, FL $17 per hour and surrounding areas . If you have at least 1 year of consistent and recent experience, we want you! More Info: 8 am start time Monday through Friday. Driver w…",https://www.adzuna.com/land/ad/5487846453?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=19CA429E49408C95EA4EAC270EF54A85DC18E54F,0.0,35360.0,2025-11-08T20:40:59Z
Adzuna,5456650943,Flight Paramedic - 24 HR,UCHealth,"Lakewood, Denver","Description Location: UCHealth UCHlth Memorial Hosp Central, US:CO:Colorado Springs Department: UCHlth LifeLine CO Springs FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate te…",https://www.adzuna.com/land/ad/5456650943?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=C0001BE3ED138C9315C2181DF4F6748404204F36,66197.63,66197.63,2025-10-20T18:18:16Z
Adzuna,5456650770,Flight Paramedic - 24 HR,UCHealth,"Wheat Ridge, Jefferson County","Description Location: UCHealth UCHlth Memorial Hosp Central, US:CO:Colorado Springs Department: UCHlth LifeLine CO Springs FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate te…",https://www.adzuna.com/land/ad/5456650770?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=4147CEAFAD8461545AC680FE266301FD28D82A9F,77365.79,77365.79,2025-10-20T18:18:12Z
Adzuna,5456650938,Flight Paramedic - 24 HR,UCHealth,"Parker, Douglas County","Description Location: UCHealth UCHlth Memorial Hosp Central, US:CO:Colorado Springs Department: UCHlth LifeLine CO Springs FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate te…",https://www.adzuna.com/land/ad/5456650938?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=CF2D8A53B4C53C68EB24A8FF77284BF2E5B91868,75692.2,75692.2,2025-10-20T18:18:16Z
Adzuna,5456650659,Flight Paramedic - 24 HR,UCHealth,"Glendale, Denver","Description Location: UCHealth UCHlth Memorial Hosp Central, US:CO:Colorado Springs Department: UCHlth LifeLine CO Springs FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate te…",https://www.adzuna.com/land/ad/5456650659?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=F7823A4C2B88C65884E1FD72097ED4552B366418,70993.01,70993.01,2025-10-20T18:18:11Z
Adzuna,5474345596,Flight Paramedic - 24 HR,UCHealth,"Wheat Ridge, Jefferson County","Description Location: UCHealth UCHlth Anschutz Outpt Pavilion, US:CO:Aurora Department: UCHlth LifeLine Fixed Wing FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate team membe…",https://www.adzuna.com/land/ad/5474345596?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=3CB19300CA18DE5BD8FB3F8B9708B000A928AB25,76091.27,76091.27,2025-11-01T03:02:09Z
Adzuna,5456650593,Flight Paramedic - 24 HR,UCHealth,"Falcon, El Paso County","Description Location: UCHealth UCHlth Memorial Hosp Central, US:CO:Colorado Springs Department: UCHlth LifeLine CO Springs FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate te…",https://www.adzuna.com/land/ad/5456650593?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=051B18582738A961FFC07DFFD5FE0B48B8FA312C,71461.23,71461.23,2025-10-20T18:18:11Z
Adzuna,5474345672,Flight Paramedic - 24 HR,UCHealth,"Southglenn, Centennial","Description Location: UCHealth UCHlth Anschutz Outpt Pavilion, US:CO:Aurora Department: UCHlth LifeLine Fixed Wing FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate team membe…",https://www.adzuna.com/land/ad/5474345672?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=16DEA40F72AAE37D5C8470096E27049DBA143C3A,74605.59,74605.59,2025-11-01T03:02:13Z
Adzuna,5474345676,Flight Paramedic - 24 HR,UCHealth,"Falcon, El Paso County","Description Location: UCHealth UCHlth Anschutz Outpt Pavilion, US:CO:Aurora Department: UCHlth LifeLine Fixed Wing FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate team membe…",https://www.adzuna.com/land/ad/5474345676?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=FEC8B49791D859643387C7E59A86B365AC551D40,70283.85,70283.85,2025-11-01T03:02:13Z
Adzuna,5456650619,Flight Paramedic - 24 HR,UCHealth,"Stratmoor Hills, El Paso County","Description Location: UCHealth UCHlth Memorial Hosp Central, US:CO:Colorado Springs Department: UCHlth LifeLine CO Springs FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate te…",https://www.adzuna.com/land/ad/5456650619?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=051497C93AA5C7D05638B63B36CAB24AE4E39081,66974.18,66974.18,2025-10-20T18:18:11Z
Adzuna,5474345640,Flight Paramedic - 24 HR,UCHealth,"Glendale, Denver","Description Location: UCHealth UCHlth Anschutz Outpt Pavilion, US:CO:Aurora Department: UCHlth LifeLine Fixed Wing FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate team membe…",https://www.adzuna.com/land/ad/5474345640?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=721CC7C726A73DB230332768F08C8C81F13DE8DC,69823.41,69823.41,2025-11-01T03:02:11Z
Adzuna,5474345568,Flight Paramedic - 24 HR,UCHealth,"Aurora, Arapahoe County","Description Location: UCHealth UCHlth Anschutz Outpt Pavilion, US:CO:Aurora Department: UCHlth LifeLine Fixed Wing FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate team membe…",https://www.adzuna.com/land/ad/5474345568?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=858106243823D98F5DD015427708E8BEFE4BDF9E,81542.36,81542.36,2025-11-01T03:02:08Z
Adzuna,5456650850,Flight Paramedic - 24 HR,UCHealth,"Southglenn, Centennial","Description Location: UCHealth UCHlth Memorial Hosp Central, US:CO:Colorado Springs Department: UCHlth LifeLine CO Springs FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate te…",https://www.adzuna.com/land/ad/5456650850?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=10E8D38CB3CA7856C8192EDC7B30CE2072B7E6F3,75855.22,75855.22,2025-10-20T18:18:15Z
Adzuna,5474345601,Flight Paramedic - 24 HR,UCHealth,"Lakewood, Denver","Description Location: UCHealth UCHlth Anschutz Outpt Pavilion, US:CO:Aurora Department: UCHlth LifeLine Fixed Wing FTE: Full Time, 1.0, 80.00 hours per pay period (2 weeks) Shift: Flex Pay: $24.11 - $36.17 / hour. Pay is dependent on applicant's relevant experience Summary: Provides direct patient care during air and ground critical care transport. Responsibilities: Provides patient care during all phases of the transport from initial contact until care is relinquished to appropriate team membe…",https://www.adzuna.com/land/ad/5474345601?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=772BFEE61CE039CBD662B38E1B88AD8AC584E96A,65107.04,65107.04,2025-11-01T03:02:09Z
Adzuna,5465600125,CDL A Flatbed Driver - $30/hr,TransForce Inc.,"Fenton, Saint Louis County","Job Info Job Location: Fenton, MO Route Type: Local Type of Assignment: Temp to Hire Hours Per Shift: 10 Hours Hours Per Week: 50 Hours Shift Start Time: 07:00 am Working Days: Mon-Fri Transmission Type: Automatic Job Requirements CDL Class: CDL A Experience: 1 year Handling: Moffett Additional Information TransForce is seeking local, full-time, home daily CDL A Flatbed drivers in Fenton, MO. This job is offering $30 per hour. Delivering to golf courses, ball fields! Estimated Weekly: $1500 - $…",https://www.adzuna.com/land/ad/5465600125?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=E86E7043FFC11D2009DF73EA2C68BEF5C63481CB,0.0,62400.0,2025-10-26T18:43:42Z
Adzuna,5409474172,Class A Delivery Drivers $35/hr,TransForce Inc.,"Oak Creek, Milwaukee County","Job Info Job Location: Oak Creek, WI Route Type: Regional Type of Assignment: Temp to Hire Hours Per Shift: 11 Hours Hours Per Week: 55 Hours Shift Start Time: 09:00 pm Working Days: Monday-Thursday, Sunday Transmission Type: Automatic Job Requirements CDL Class: CDL A Experience: 1 year Handling: Heavy Touch, Pallet Jacking Additional Information TransForce is hiring a full-time CDL A Delivery Driver in Oak Creek, WI. This position offers $35/hr with home daily routes. Position Details : Pay :…",https://www.adzuna.com/land/ad/5409474172?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=7806E40C3FE3467094AFC69286C6E231C98537E2,72800.0,72800.0,2025-09-21T04:44:03Z
Adzuna,5481387580,Non-CDL Drivers - $22/hr,TransForce Inc.,"East Hanover, Morris County","Job Info Job Location: East Hanover, NJ Route Type: Local Type of Assignment: Flex Hours Per Shift: 9 Hours Hours Per Week: 45 Hours Shift Start Time: 06:00 am Working Days: Mon-Fri Transmission Type: Automatic Job Requirements CDL Class: Non CDL Experience: 6 months Handling: Heavy Touch Additional Information Position Highlights: Pay : $22/hr, guaranteed 48 hours if you work 5 days Estimated Weekly Pay: $1,000 - $1,400 Location : East Hanover, NJ Schedule : Full-time Job Responsibilities: Del…",https://www.adzuna.com/land/ad/5481387580?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=D6CEF611633695D66C25926F5E31BB5CC5F4A7CA,0.0,45760.0,2025-11-04T20:26:12Z
Adzuna,5471702333,Tire Technician- $19-$22/hr,Discount Tire,"Culver, Jefferson County","Overview: Tire Technician – Part-Time – Bend Discount Tire 63553 N Hwy 97 Bend, Oregon 97701 Overview The Tire Technician is the backbone of our success and is the first step in your journey with Discount Tire. Our Tire Technicians repair, install, and maintain tires on cars, trucks, and commercial vehicles. At Discount Tire, we commit to growing our employees and routinely promote from within. Part-Time 100% On Site Pay Range $19-$22 Starting Immediately At a Glance: A Part-Time Tire Technicia…",https://www.adzuna.com/land/ad/5471702333?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=68EA64FD74C74A7CCF50B3E64DA2D06E5BE743F6,39520.0,45760.0,2025-10-30T19:00:23Z
Adzuna,5432558815,CDL A Truck Driver - $25/hr,TransForce Inc.,"Greenville, Greenville County","Job Info Job Location: Greenville, SC Route Type: Local Type of Assignment: Temp to Hire Hours Per Shift: 10 Hours Hours Per Week: 50 Hours Shift Start Time: 03:00 am Working Days: Mon-Fri Job Requirements CDL Class: CDL A Experience: 1 year Handling: Heavy Touch, Load Securement Manual Transmission Required Additional Information Local CDL A Roll of Truck Delivery Driver | Greenville, SC | $25 /Hour  Benefits TransForce is hiring full-time Local CDL A Drivers in Greenville, SC . Earn $25hour w…",https://www.adzuna.com/land/ad/5432558815?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=D42DE70FCE45D7C98C9D6B753FC550C2DB99B05A,0.0,52000.0,2025-10-05T05:28:14Z
Adzuna,5471702377,Tire Technician- $19-$22/hr,Discount Tire,"Crooked River Ranch, Jefferson County","Overview: Tire Technician – Part-Time – Bend Discount Tire 63553 N Hwy 97 Bend, Oregon 97701 Overview The Tire Technician is the backbone of our success and is the first step in your journey with Discount Tire. Our Tire Technicians repair, install, and maintain tires on cars, trucks, and commercial vehicles. At Discount Tire, we commit to growing our employees and routinely promote from within. Part-Time 100% On Site Pay Range $19-$22 Starting Immediately At a Glance: A Part-Time Tire Technicia…",https://www.adzuna.com/land/ad/5471702377?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=E7013F7A4D0299686D253CF07BDACCF8B46836A8,39520.0,45760.0,2025-10-30T19:00:24Z
Adzuna,5471702378,Tire Technician- $19-$22/hr,Discount Tire,"East Lake, Deschutes County","Overview: Tire Technician – Part-Time – Bend Discount Tire 63553 N Hwy 97 Bend, Oregon 97701 Overview The Tire Technician is the backbone of our success and is the first step in your journey with Discount Tire. Our Tire Technicians repair, install, and maintain tires on cars, trucks, and commercial vehicles. At Discount Tire, we commit to growing our employees and routinely promote from within. Part-Time 100% On Site Pay Range $19-$22 Starting Immediately At a Glance: A Part-Time Tire Technicia…",https://www.adzuna.com/land/ad/5471702378?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=8F6EFF62113BDABE1FFC06924C10D32FF7ECBFE8,39520.0,45760.0,2025-10-30T19:00:24Z
Adzuna,5471702385,Tire Technician- $19-$22/hr,Discount Tire,"Blue River, Lane County","Overview: Tire Technician – Part-Time – Bend Discount Tire 63553 N Hwy 97 Bend, Oregon 97701 Overview The Tire Technician is the backbone of our success and is the first step in your journey with Discount Tire. Our Tire Technicians repair, install, and maintain tires on cars, trucks, and commercial vehicles. At Discount Tire, we commit to growing our employees and routinely promote from within. Part-Time 100% On Site Pay Range $19-$22 Starting Immediately At a Glance: A Part-Time Tire Technicia…",https://www.adzuna.com/land/ad/5471702385?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=6F8EF29A2D1BC3C0DD0EBC13EE7DD526E31F3093,39520.0,45760.0,2025-10-30T19:00:24Z
Adzuna,5471702354,Tire Technician- $19-$22/hr,Discount Tire,"Prineville, Crook County","Overview: Tire Technician – Part-Time – Bend Discount Tire 63553 N Hwy 97 Bend, Oregon 97701 Overview The Tire Technician is the backbone of our success and is the first step in your journey with Discount Tire. Our Tire Technicians repair, install, and maintain tires on cars, trucks, and commercial vehicles. At Discount Tire, we commit to growing our employees and routinely promote from within. Part-Time 100% On Site Pay Range $19-$22 Starting Immediately At a Glance: A Part-Time Tire Technicia…",https://www.adzuna.com/land/ad/5471702354?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=B216E008797BBE4A95E90664A0E79F134FD5EF6C,39520.0,45760.0,2025-10-30T19:00:23Z
Adzuna,5471702367,Tire Technician- $19-$22/hr,Discount Tire,"Sunriver, Deschutes County","Overview: Tire Technician – Part-Time – Bend Discount Tire 63553 N Hwy 97 Bend, Oregon 97701 Overview The Tire Technician is the backbone of our success and is the first step in your journey with Discount Tire. Our Tire Technicians repair, install, and maintain tires on cars, trucks, and commercial vehicles. At Discount Tire, we commit to growing our employees and routinely promote from within. Part-Time 100% On Site Pay Range $19-$22 Starting Immediately At a Glance: A Part-Time Tire Technicia…",https://www.adzuna.com/land/ad/5471702367?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=CEFDE5E877B6272F4619DC19E321954270750D7A,39520.0,45760.0,2025-10-30T19:00:24Z
Adzuna,5471702381,Tire Technician- $19-$22/hr,Discount Tire,"Redmond, Deschutes County","Overview: Tire Technician – Part-Time – Bend Discount Tire 63553 N Hwy 97 Bend, Oregon 97701 Overview The Tire Technician is the backbone of our success and is the first step in your journey with Discount Tire. Our Tire Technicians repair, install, and maintain tires on cars, trucks, and commercial vehicles. At Discount Tire, we commit to growing our employees and routinely promote from within. Part-Time 100% On Site Pay Range $19-$22 Starting Immediately At a Glance: A Part-Time Tire Technicia…",https://www.adzuna.com/land/ad/5471702381?se=Xr5Y9n2_8BGreY86y0VZDg&utm_medium=api&utm_source=10a8906f&v=0A307D0788D9A3625F4419B6CDDC8A00A9830690,39520.0,45760.0,2025-10-30T19:00:24Z
